query,context,label
기타의 호흡기관용약,"기타의 호흡기관용약은 일반적인 기침약이나 기관지 확장제 외에도 호흡기 감염, 염증, 분비물 조절 등에 사용되는 다양한 보조적 의약품을 포함합니다. 예를 들어 점액용해제, 비염 보조제, 폐포 보호제 등이 여기에 해당합니다.",1.0
모발용제(발모),"모발용제(발모)는 탈모 치료 또는 발모 촉진을 위해 사용되는 외용 또는 경구 제제로, 모낭의 성장 주기를 자극하거나 혈류 개선, 호르몬 조절 등을 통해 모발의 생장을 유도합니다. 대표적으로 미녹시딜, 피나스테리드 등의 성분이 포함됩니다.",1.0
간장질환용제 관련 약 알려줘,"간장질환용제는 간세포 보호, 간기능 개선, 간염·지방간 등 간 질환의 증상 완화에 사용되는 약물로, 우르소데옥시콜산(UDCA), 실리마린, 아데폴리네이트 등이 대표적입니다.",1.0
기타의 혈액 및 체액용약 관련 약 알려줘,"기타의 혈액 및 체액용약은 일반적인 혈액 응고제, 항응고제, 전해질 보충제 등 외에 기타 수분·전해질 균형 유지, 산염기 균형 조절 등 체액 항상성에 영향을 미치는 약제를 포함합니다.",1.0
효소제제 관련 약 알려줘,"효소제제는 단백질, 지방, 탄수화물 등의 소화를 돕는 외부 효소를 보충하는 약물로, 췌장기능 저하, 만성 소화불량 등의 치료에 사용됩니다. 파파인, 아밀라아제, 리파아제 등이 포함됩니다.",1.0
기타의 호르몬제(항호르몬제를 포함)의 정의가 뭐야?,"기타의 호르몬제는 내분비계 호르몬을 보충하거나 조절하며, 항호르몬제는 특정 호르몬 수용체를 차단하여 유방암, 전립선암 등의 치료에 사용됩니다.",1.0
치질용제의 정의가 뭐야?,"치질용제는 항문 주위 정맥의 염증이나 출혈, 통증을 완화하고 조직 회복을 촉진하기 위한 약물입니다. 좌약, 연고, 크림 형태로 사용되며, 국소 마취제, 혈관수축제, 소염제 등이 포함됩니다.",1.0
진해거담제 관련 약 알려줘,"진해거담제는 기침을 억제하거나 가래의 배출을 용이하게 하여 호흡기 증상을 완화하는 데 사용되는 약물입니다. 진해제는 중추 또는 말초의 기침 반사를 억제하여 기침을 줄이고, 거담제는 기관지 분비물의 점도를 낮추거나 양을 증가시켜 가래가 쉽게 배출되도록 도와줍니다. 이 두 계열은 감기, 급성 기관지염, 만성 호흡기 질환(COPD, 천식 등)에서 단독 또는 병용으로 사용되며, 대표 성분으로는 진해제는 덱스트로메토르판, 코데인 등이, 거담제는 구아이페네신, 브롬헥신, 엘카르보스테인 등이 있습니다.",1.0
기타의 외피용약의 정의가 뭐야?,"피부에 국소적으로 작용하여 다양한 증상(가려움, 염증, 감염 등)을 치료하거나 보호하는 데 사용되는 외용약 중 기존 분류에 속하지 않는 제제입니다.",1.0
항독소 및 렙토스피라혈청류의 효능은?,"항독소 및 렙토스피라혈청류는 세균 독소 또는 특정 감염병(예: 렙토스피라증)에 대한 수동면역을 제공하기 위한 제제로, 인체에 이미 생성된 항체를 투여하여 질병 예방이나 초기 감염 치료에 사용됩니다. 독소중화 또는 세균에 대한 신속한 방어 작용을 유도합니다.",1.0
강심제,"심장 수축력을 증가시켜 심박출량을 개선하는 약물로, 심부전이나 저혈압 등의 치료에 사용됩니다.",1.0
리케치아의 정의가 뭐야?,"리케치아에 작용하는 약물은 세포 내 기생하는 리케치아균에 감염된 환자에게 사용되며, 주로 테트라사이클린계 항생제가 효과적이며 발진열, 쯔쯔가무시병 등의 치료에 사용됩니다.",1.0
구충제이란?,"구충제는 장내 또는 체내 기생하는 회충, 요충, 촌충 등의 기생충을 제거하거나 사멸시키는 약물입니다. 작용 방식은 기생충의 신경계를 마비시키거나 대사 과정을 억제하여 체외로 배출하게 합니다.",1.0
이비과용제은 어떤 약이야?,"이비과용제는 귀, 코, 목의 질환에 사용되는 약물로, 중이염, 알레르기성 비염, 부비동염, 인후통 등의 증상 완화 및 감염 치료를 목적으로 합니다. 항생제, 항히스타민제, 점막수축제 등이 포함됩니다.",1.0
항독소 및 렙토스피라혈청류,"항독소 및 렙토스피라혈청류는 세균 독소 또는 특정 감염병(예: 렙토스피라증)에 대한 수동면역을 제공하기 위한 제제로, 인체에 이미 생성된 항체를 투여하여 질병 예방이나 초기 감염 치료에 사용됩니다. 독소중화 또는 세균에 대한 신속한 방어 작용을 유도합니다.",1.0
건위소화제(내용액제에 한함)이란?,"건위소화제(내용액제)는 위산 분비를 조절하거나 위장 운동을 촉진하여 소화를 돕는 액상 형태의 제제로, 정제에 비해 빠르게 흡수되어 위장 부담을 줄이는 특징이 있습니다.",1.0
원충에 작용하는 것,"원충에 작용하는 약물은 말라리아, 아메바증, 트리코모나스증 등 원충 감염 질환을 치료하며, 클로로퀸, 메트로니다졸, 아티바퀴논 등이 이에 해당합니다.",1.0
항전간제의 효능은?,"항전간제는 뇌의 과도한 신경 흥분을 억제하여 발작(경련)을 예방하거나 조절하기 위해 사용하는 약물입니다. 뇌전증(간질)의 다양한 유형(부분발작, 전신발작 등)에 따라 작용 기전과 선택 약물이 다르며, 신경세포의 흥분성 신경전달물질(GABA, 글루탐산 등)의 균형을 조절하는 기전으로 작용합니다. 대표 약물에는 페니토인, 발프로산, 카르바마제핀, 라모트리진, 레비티라세탐 등이 있으며, 발작 외에도 삼차신경통, 양극성 장애, 편두통 예방 등의 적응증에 사용되기도 합니다.",1.0
혈관보강제,"기타의 호흡기관용약은 일반적인 기침약이나 기관지 확장제 외에도 호흡기 감염, 염증, 분비물 조절 등에 사용되는 다양한 보조적 의약품을 포함합니다. 예를 들어 점액용해제, 비염 보조제, 폐포 보호제 등이 여기에 해당합니다.",0.0
혈액제제류의 효능은?,"혈액제제류는 혈액성분(적혈구, 혈장, 혈소판, 응고因자 등)을 정제 또는 분획하여 수혈, 출혈 조절, 응고 이상 치료 등에 사용하는 제제로, 엄격한 감염 관리 기준이 요구됩니다.",1.0
캅셀류,"캅셀류는 약물 성분을 젤라틴 등의 캡슐에 포장하여 경구 투여 시 내용물의 보호 및 서방성 조절, 복용 편의성을 향상시키기 위한 제형이며, 다양한 약효군에서 활용됩니다.",1.0
양모제,"그람양성균에 작용하는 항생제는 포도상구균, 연쇄상구균 등 그람양성 세균을 억제하거나 사멸시키는 데 사용되며, 페니실린계, 세팔로스포린계 항생제가 대표적입니다.",0.0
제산제의 효능은?,"위산을 중화하여 위 점막을 보호하고, 속쓰림이나 위염, 위·십이지장 궤양 등의 증상을 완화하는 데 사용되는 약물입니다.",1.0
독소류 및 톡소이드류,"여성의 생식 주기 및 호르몬 균형을 조절하는 에스트로겐(난포호르몬)과 프로게스틴(황체호르몬)을 포함한 제제로, 갱년기 증상 치료, 피임, 월경 이상 조절, 호르몬 대체 요법 등에 사용됩니다.",0.0
기타의 중추신경용약,"중추신경계에 작용하는 의약품 중 기존 분류에 속하지 않는 다양한 약물로, 진정제, 항정신병제, 인지기능 개선제 등이 포함됩니다.",1.0
기타의 감각기관용약,"기타의 감각기관용약은 눈, 귀, 코 등의 감각기관에 작용하나 기존 분류(안과용제, 이비과용제 등)에 속하지 않는 다양한 목적의 의약품을 포함하는 범주입니다. 주로 점막 보호, 분비 조절, 국소 진통 또는 이물감 완화 등을 위해 사용되며, 복합적 또는 보조적 기능을 가진 약물이 포함됩니다. 예를 들어 인공눈물(눈 건조증), 귀 이물 제거용 점적제, 후각 자극 보조제 등이 여기에 속할 수 있습니다. 일반적으로 외용제 또는 점적제 형태로 사용되며, 전문약 및 일반약이 혼재합니다.",1.0
당류제은 언제 써?,"당류제는 포도당(glucose), 과당(fructose), 맥아당(maltose) 등의 단당류 또는 이당류를 주요 성분으로 포함하며, 체내 에너지원 공급, 저혈당 예방 및 치료, 탈수 시 전해질 보충, 약물 운반체 등의 목적으로 사용되는 의약품입니다. 주로 경구용 시럽 또는 정맥주사용 수액 형태로 제공되며, 당질대사 이상, 수술 전후 영양공급, 간기능 저하, 저혈당 쇼크 등의 상황에서 활용됩니다. 포도당 주사제는 가장 대표적인 형태이며, 정맥영양제(TPN)에도 포함됩니다.",1.0
혈압강하제,"혈압강하제는 고혈압 환자의 혈압을 낮추기 위해 사용되며, 이뇨제, 칼슘 채널 차단제, ACE 억제제, 베타 차단제 등 다양한 계열로 구성됩니다. 혈관 확장, 심박수 감소, 체액 조절 등을 통해 혈압을 조절합니다.",1.0
기타의 알레르기용약의 효능은?,"기타의 알레르기용약은 히스타민 작용 억제, 면역 반응 조절 등을 통해 알레르기 증상을 완화하는 다양한 약물로, 일반 항히스타민제 이외에 면역조절제, 국소 스테로이드, 류코트리엔 길항제 등이 포함됩니다.",1.0
정신신경용제,"기타의 호흡기관용약은 일반적인 기침약이나 기관지 확장제 외에도 호흡기 감염, 염증, 분비물 조절 등에 사용되는 다양한 보조적 의약품을 포함합니다. 예를 들어 점액용해제, 비염 보조제, 폐포 보호제 등이 여기에 해당합니다.",0.0
간장질환용제의 효능은?,"간장질환용제는 간세포 보호, 간기능 개선, 간염·지방간 등 간 질환의 증상 완화에 사용되는 약물로, 우르소데옥시콜산(UDCA), 실리마린, 아데폴리네이트 등이 대표적입니다.",1.0
주로 그람양성의 효능은?,"주로 그람양성균에 작용하는 항생제는 포도상구균, 연쇄상구균 등 그람양성 세균에 특이적으로 작용하여 감염을 치료하는 약물입니다. 대표적으로 페니실린계, 세팔로스포린계 항생제가 있습니다.",1.0
원충에 작용하는 것의 효능은?,"원충에 작용하는 약물은 말라리아, 아메바증, 트리코모나스증 등 원충 감염 질환을 치료하며, 클로로퀸, 메트로니다졸, 아티바퀴논 등이 이에 해당합니다.",1.0
기생성 피부질환용제의 정의가 뭐야?,"기생성 피부질환용제는 옴, 사면발이 등 피부에 기생하는 절지동물 및 기생충 감염을 치료하기 위한 국소 또는 전신 작용 의약품으로, 퍼메트린, 벤질벤조에이트 등이 포함됩니다.",1.0
항원충제의 효능은?,"항원충제는 말라리아, 톡소플라즈마, 아메바증, 지아르디아증 등 사람에게 질병을 일으키는 원충류(protozoa)를 사멸시키거나 억제하기 위해 사용하는 약물입니다. 이들은 원충의 DNA 합성, 대사 효소, 단백질 합성 등의 생리 기능을 저해하거나 세포막을 파괴하는 방식으로 작용하며, 대표적인 약물로는 클로로퀸, 메트로니다졸, 아트레수네이트, 프리마퀸, 피리메타민 등이 있습니다. 항원충제는 질환별로 치료 대상 원충이 다르기 때문에 정확한 진단과 감염 경로 파악이 중요하며, 일부 약물은 예방용으로도 사용됩니다.",1.0
기타의 개개의 기관용 의약품이란?,"특정 장기 또는 기관의 기능을 조절하거나 질환을 치료하기 위해 사용되나, 기존 분류에 속하지 않는 의약품들을 포함합니다.",1.0
기타의 공중위생용약,"‘주로 악성종양에 작용하는 것’에 해당하는 의약품은 암세포의 성장, 분열, 복제를 억제하거나 파괴하여 악성종양(암)을 치료하는 데 사용되는 항암제를 포함합니다. 이 분류는 항대사제, 알킬화제, 세포독성 항생제, 미세소관 억제제, 표적항암제 등 다양한 기전의 항암제를 포괄하며, 일반적으로 세포 주기에 영향을 주어 빠르게 분열하는 암세포를 선택적으로 공격합니다. 대표적인 약물로는 시스플라틴, 독소루비신, 파클리탁셀, 젬시타빈 등이 있으며, 고형암 및 혈액암(백혈병, 림프종 등)의 치료에 사용됩니다.",0.0
말초신경계용약의 효능은?,"말초신경계용약은 자율신경계 및 체성신경계에 작용하여 말초신경의 흥분, 억제, 차단 또는 재생을 조절하는 의약품으로, 근육이완제, 자율신경제, 말초신경재생 촉진제 등을 포함합니다. 이 약물들은 말초신경 손상, 통증, 경련, 자율신경계 이상(예: 기립성 저혈압, 과민성 방광 등)과 같은 다양한 신경계 질환의 증상 완화 및 치료에 사용됩니다. 대표적인 약물군으로는 항콜린제, 콜린성 약물, 아드레날린 작용제, 말초신경영양제(알파리포산 등)가 있습니다.",1.0
기타의 조직세포의 치료 및 진단이란?,"기타의 조직세포의 치료 및 진단용 의약품은 세포 수준에서 작용하는 항암제, 줄기세포 치료제, 세포 진단용 염색약 등으로 구성되며, 세포 및 조직 기능 분석 또는 치료를 목적으로 사용됩니다.",1.0
혈관수축제의 효능은?,"혈관수축제는 혈관을 수축시켜 혈압을 상승시키거나 국소 혈류를 감소시키는 약물로, 저혈압 치료, 국소 마취 보조 등에 사용됩니다. 대표적으로 에페드린, 페닐에프린이 있습니다.",1.0
통풍치료제은 언제 써?,"통풍치료제는 요산 대사의 이상으로 발생하는 통풍의 증상을 완화하거나 재발을 예방하기 위한 약물입니다. 요산 생성을 억제하는 약물(예: 알로퓨리놀)과 요산 배설을 촉진하는 약물(예: 프로베네시드), 급성 통증 완화를 위한 소염진통제 등이 사용됩니다.",1.0
강심제의 효능은?,"심장 수축력을 증가시켜 심박출량을 개선하는 약물로, 심부전이나 저혈압 등의 치료에 사용됩니다.",1.0
부신호르몬제의 정의가 뭐야?,"부신피질에서 생성되는 스테로이드 호르몬을 포함하거나 유사한 작용을 하는 약물로, 염증 억제, 면역 반응 조절, 내분비 질환 치료에 사용됩니다.",1.0
지한제이란?,"과도한 발한을 억제하기 위한 약물로, 항콜린제 또는 국소 작용성 지한제가 있으며 다한증, 발한성 피부질환 등에 사용됩니다.",1.0
함소흡입제의 효능은?,"함소흡입제는 증류된 약용 성분을 기체 상태로 흡입시켜 호흡기 점막에 작용하도록 하는 약물로, 기침 완화, 비강 통로 개방, 염증 완화 등을 위한 한방 또는 복합제형의 흡입제가 여기에 해당합니다.",1.0
기타의 알레르기용약,"부갑상선호르몬제는 부갑상선에서 분비되는 파라토르몬(Parathyroid Hormone, PTH) 또는 그 유사체를 포함하거나 이를 조절하여 혈중 칼슘과 인의 농도 균형을 유지하기 위해 사용되는 의약품입니다. 주요 용도는 만성 부갑상선기능저하증의 치료, 골다공증 치료(특히 폐경 후 여성 또는 고위험 환자 대상)입니다. 대표 약물로는 테리파라타이드(재조합 인간 PTH 1-34), 아발로파라타이드 등이 있으며, 뼈 형성 촉진 작용을 통해 골밀도를 개선합니다. 일반적으로 피하주사 형태로 투여됩니다.",0.0
기타의 대사성 의약품은 언제 써?,"기타의 대사성 의약품은 체내 대사 이상 또는 관련 질환(예: 통풍, 당뇨병, 고지혈증 등)에 관여하여 대사 기능을 조절하거나 개선하는 데 사용되는 약물입니다.",1.0
기타의 조제용약,"치료를 직접 목적으로 하지 않고, 진단, 보조, 위생 또는 기타 목적에 사용되는 의약품으로, 기존 분류 체계에 포함되지 않는 특수한 용도의 제제를 포함합니다.",0.0
따로 분류되지 않고 치료를 주목적으로 하지않는 의약품은 언제 써?,"치료를 직접 목적으로 하지 않고, 진단, 보조, 위생 또는 기타 목적에 사용되는 의약품으로, 기존 분류 체계에 포함되지 않는 특수한 용도의 제제를 포함합니다.",1.0
소화기관용약,"치과구강용약은 구강 내 질환의 예방과 치료, 치과 시술 보조를 목적으로 사용하는 의약품으로, 항균제, 소염진통제, 마취제, 세척제, 치석형성 억제제 등이 포함됩니다. 주로 구강염, 치은염, 구내염, 치주염, 치통, 입 냄새, 구강 건조증 등의 증상 완화에 사용되며, 국소적으로 작용하는 것이 일반적입니다. 예시 성분으로는 클로르헥시딘(구강소독제), 벤조카인(국소마취제), 트리암시놀론(염증치료제) 등이 있습니다.",0.0
비타민 B1제,"비타민 B1제는 탄수화물 대사 및 신경계 기능 유지에 필수적인 티아민(thiamine)을 보충하는 제제로, 결핍 시 나타나는 각기병, 신경통, 피로 회복 등에 사용됩니다.",1.0
따로 분류되지 않고 치료를 주목적으로 하지않는 의약품,"치료를 직접 목적으로 하지 않고, 진단, 보조, 위생 또는 기타 목적에 사용되는 의약품으로, 기존 분류 체계에 포함되지 않는 특수한 용도의 제제를 포함합니다.",1.0
외피용약 관련 약 알려줘,"외피용약은 피부 및 점막에 국소적으로 적용되어 염증, 가려움, 감염, 통증, 상처 치유 등의 증상을 완화하거나 치료하기 위한 약물입니다. 피부질환, 외상, 습진, 피부염, 건선, 상처, 화상 등 다양한 외피 관련 질환에 사용되며, 약리 작용에 따라 항염증제(스테로이드), 항균제, 항진균제, 소양 완화제, 상처 보호제, 보습제 등으로 구분됩니다. 제형은 연고, 크림, 로션, 젤, 패치 등 매우 다양하며, 대부분 외용으로 사용되나 일부는 점막이나 피부 아래 조직에 적용되기도 합니다.",1.0
치과구강용약이란?,"치과구강용약은 구강 내 질환의 예방과 치료, 치과 시술 보조를 목적으로 사용하는 의약품으로, 항균제, 소염진통제, 마취제, 세척제, 치석형성 억제제 등이 포함됩니다. 주로 구강염, 치은염, 구내염, 치주염, 치통, 입 냄새, 구강 건조증 등의 증상 완화에 사용되며, 국소적으로 작용하는 것이 일반적입니다. 예시 성분으로는 클로르헥시딘(구강소독제), 벤조카인(국소마취제), 트리암시놀론(염증치료제) 등이 있습니다.",1.0
강심제,"당뇨병용제는 혈당을 효과적으로 조절하여 당뇨병의 증상을 완화하고 합병증을 예방하기 위해 사용하는 약물로, 인슐린 제제와 다양한 경구 혈당강하제가 포함됩니다. 경구제는 작용 기전에 따라 인슐린 분비 촉진제(설폰요소제, 글리니드계), 인슐린 저항성 개선제(메트포르민, TZD계), 당 흡수·재흡수 억제제(α-글루코시다제 억제제, SGLT2 억제제), 인크레틴 작용제(DPP-4 억제제, GLP-1 유사체) 등으로 나뉩니다. 인슐린 제제는 제1형 당뇨병 및 일부 제2형 환자에서 사용됩니다. 치료는 환자의 상태, 병력, 병용 약물 등을 고려하여 맞춤형으로 이루어지며, 지속적인 혈당 모니터링이 필수적입니다.",0.0
진토제이란?,"진토제는 멀미, 항암제 부작용, 임신성 구토 등 다양한 원인의 구역 및 구토 증상을 완화하는 약물입니다. 주로 항히스타민제, 도파민 길항제, 세로토닌 수용체 길항제 등이 포함됩니다.",1.0
기타의 종양치료제,"말초신경계에 작용하여 감각 이상, 말초신경통, 말초신경병증 등의 치료를 보조하는 다양한 약물들을 포함합니다.",0.0
기타의 생물학적 제제의 효능은?,"기존 생물학적 제제 분류에 포함되지 않는 백신, 면역글로불린, 세포 치료제 등 다양한 생물학적 기반 치료제들을 포함합니다.",1.0
기능 검사용 시약,기능 검사용 시약은 인체의 특정 생리 기능 또는 기관의 작용 상태를 평가하기 위해 사용되는 진단 보조 물질입니다.,1.0
항히스타민제의 정의가 뭐야?,"항히스타민제는 히스타민 H1 또는 H2 수용체를 차단하여 알레르기성 비염, 두드러기, 피부염, 소양증, 위산 분비 억제 등의 치료에 사용되며, 세대별로 졸림 유무와 작용시간이 달라집니다.",1.0
기타의 인공관류용제의 정의가 뭐야?,"기타의 인공관류용제는 체외순환, 인공신장, 장기 보존 등에서 사용하는 특수 용액으로, 생리학적 균형 유지를 위한 전해질 조성 및 삼투압 조절이 특징입니다.",1.0
기타의 개개의 기관용 의약품,"특정 장기 또는 기관의 기능을 조절하거나 질환을 치료하기 위해 사용되나, 기존 분류에 속하지 않는 의약품들을 포함합니다.",1.0
이담제 관련 약 알려줘,"이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.",1.0
혈압강하제은 언제 써?,"혈압강하제는 고혈압 환자의 혈압을 낮추기 위해 사용되며, 이뇨제, 칼슘 채널 차단제, ACE 억제제, 베타 차단제 등 다양한 계열로 구성됩니다. 혈관 확장, 심박수 감소, 체액 조절 등을 통해 혈압을 조절합니다.",1.0
말초신경계용약은 어떤 약이야?,"말초신경계용약은 자율신경계 및 체성신경계에 작용하여 말초신경의 흥분, 억제, 차단 또는 재생을 조절하는 의약품으로, 근육이완제, 자율신경제, 말초신경재생 촉진제 등을 포함합니다. 이 약물들은 말초신경 손상, 통증, 경련, 자율신경계 이상(예: 기립성 저혈압, 과민성 방광 등)과 같은 다양한 신경계 질환의 증상 완화 및 치료에 사용됩니다. 대표적인 약물군으로는 항콜린제, 콜린성 약물, 아드레날린 작용제, 말초신경영양제(알파리포산 등)가 있습니다.",1.0
구충제,"주로 그람양성균에 작용하는 항생제는 포도상구균, 연쇄상구균 등 그람양성 세균에 특이적으로 작용하여 감염을 치료하는 약물입니다. 대표적으로 페니실린계, 세팔로스포린계 항생제가 있습니다.",0.0
항히스타민제,"항히스타민제는 히스타민 H1 또는 H2 수용체를 차단하여 알레르기성 비염, 두드러기, 피부염, 소양증, 위산 분비 억제 등의 치료에 사용되며, 세대별로 졸림 유무와 작용시간이 달라집니다.",1.0
기타의 인공관류용제은 언제 써?,"기타의 인공관류용제는 체외순환, 인공신장, 장기 보존 등에서 사용하는 특수 용액으로, 생리학적 균형 유지를 위한 전해질 조성 및 삼투압 조절이 특징입니다.",1.0
외용 표준제조기준 제제의 효능은?,"외용 표준제조기준 제제는 식약처가 고시한 기준에 따라 조제되는 피부 또는 점막에 적용하는 외용 약품으로, 피부 질환 완화, 소독, 진통 등의 목적에 따라 다양한 성분과 제형으로 구성됩니다.",1.0
백신류의 정의가 뭐야?,면역 반응을 유도하여 특정 감염병에 대한 예방 효과를 제공하는 생물학적 제제입니다.,1.0
지혈제이란?,"지혈제는 출혈을 억제하거나 멈추게 하기 위한 약물로, 국소 지혈제(피브린제, 젤라틴 스펀지) 및 전신 작용 지혈제(비타민 K, 트라넥삼산 등)로 구분되며, 수술, 외상, 지혈장애 등에 사용됩니다.",1.0
아편알카로이드계 제제은 언제 써?,"아편알카로이드계 제제는 모르핀, 코데인, 옥시코돈 등 아편 유래 또는 유사 합성 화합물로, 강력한 진통 작용을 나타내며 급성 및 만성 통증 조절에 사용됩니다. 의존성과 부작용 관리가 중요합니다.",1.0
주로 곰팡이은 어떤 약이야?,"주로 곰팡이에 작용하는 항진균제는 칸디다, 무좀, 진균성 피부 감염 등을 치료하며, 국소제 및 경구제 형태로 사용됩니다. 작용 기전은 세포막 구성 성분(에르고스테롤) 합성 억제 등이 있습니다.",1.0
이담제은 어떤 약이야?,"이담제는 담즙 분비를 촉진하거나 담관 운동을 개선하여 담즙 정체, 담석증, 소화불량 등의 치료에 사용되는 약물입니다. 우르소데옥시콜산(UDCA) 등이 대표적으로 사용됩니다.",1.0
창상보호제은 언제 써?,"상처 부위를 보호하고 감염을 예방하며 조직 재생을 촉진하는 데 사용되는 국소 제제로, 창상 치유를 돕는 물질을 포함합니다.",1.0
중추신경계용약은 어떤 약이야?,"중추신경계용약은 뇌와 척수를 포함하는 중추신경계에 작용하여 의식, 감정, 운동, 감각 등에 영향을 주는 약물로, 진통제, 항우울제, 항정신병제, 항경련제, 마취제 등 다양한 작용 기전을 가진 약물이 포함됩니다.",1.0
지혈제,"지혈제는 출혈을 억제하거나 멈추게 하기 위한 약물로, 국소 지혈제(피브린제, 젤라틴 스펀지) 및 전신 작용 지혈제(비타민 K, 트라넥삼산 등)로 구분되며, 수술, 외상, 지혈장애 등에 사용됩니다.",1.0
제산제은 언제 써?,"위산을 중화하여 위 점막을 보호하고, 속쓰림이나 위염, 위·십이지장 궤양 등의 증상을 완화하는 데 사용되는 약물입니다.",1.0
치과구강용약은 어떤 약이야?,"치과구강용약은 구강 내 질환의 예방과 치료, 치과 시술 보조를 목적으로 사용하는 의약품으로, 항균제, 소염진통제, 마취제, 세척제, 치석형성 억제제 등이 포함됩니다. 주로 구강염, 치은염, 구내염, 치주염, 치통, 입 냄새, 구강 건조증 등의 증상 완화에 사용되며, 국소적으로 작용하는 것이 일반적입니다. 예시 성분으로는 클로르헥시딘(구강소독제), 벤조카인(국소마취제), 트리암시놀론(염증치료제) 등이 있습니다.",1.0
소화성궤양용제의 정의가 뭐야?,"소화성궤양용제는 위산 분비를 억제하거나 점막을 보호하여 위·십이지장 궤양 및 위염을 치료하는 약물로, H2 수용체 길항제, 프로톤 펌프 억제제(PPI), 점막보호제 등이 포함됩니다.",1.0
외피용약은 언제 써?,"외피용약은 피부 및 점막에 국소적으로 적용되어 염증, 가려움, 감염, 통증, 상처 치유 등의 증상을 완화하거나 치료하기 위한 약물입니다. 피부질환, 외상, 습진, 피부염, 건선, 상처, 화상 등 다양한 외피 관련 질환에 사용되며, 약리 작용에 따라 항염증제(스테로이드), 항균제, 항진균제, 소양 완화제, 상처 보호제, 보습제 등으로 구분됩니다. 제형은 연고, 크림, 로션, 젤, 패치 등 매우 다양하며, 대부분 외용으로 사용되나 일부는 점막이나 피부 아래 조직에 적용되기도 합니다.",1.0
최면진정제은 언제 써?,"최면진정제는 중추신경계의 활동을 억제하여 불안, 긴장, 불면증 등의 증상을 완화하거나 수면을 유도하는 약물입니다. 벤조디아제핀계, 비벤조디아제핀계, 항히스타민계 약물 등이 여기에 포함되며, 수면유도제 또는 진정제로 임상에서 사용됩니다.",1.0
비루스에 작용하는 것,"바이러스 감염 질환을 치료하거나 예방하기 위해 사용되는 항바이러스제로, 인플루엔자, 헤르페스, HIV, B형 간염, C형 간염 등의 바이러스에 작용하는 약물이 포함됩니다. 작용 기전은 바이러스 복제 억제, 세포 침투 방지 등 다양합니다.",1.0
외피용살균소독제은 언제 써?,"외피용살균소독제는 피부, 상처 부위 등에 직접 적용하여 세균, 바이러스, 곰팡이 등을 제거하거나 억제하는 의약품입니다. 예: 포비돈 요오드, 클로르헥시딘, 에탄올 등이 있습니다.",1.0
음성균의 효능은?,"주로 그람음성균에 작용하는 항생제는 대장균, 살모넬라, 임균 등과 같은 그람음성 세균을 억제하거나 사멸시키기 위해 사용되며, 아미노글리코사이드계, 퀴놀론계, 세팔로스포린계 일부가 이에 해당합니다.",1.0
순환계용약이란?,"순환계용약은 심장, 혈관, 혈압 조절 등 순환기계의 기능을 개선하거나 질환을 치료하는 약물로, 항고혈압제, 강심제, 항부정맥제, 혈관확장제 등이 포함됩니다.",1.0
진토제의 효능은?,"진토제는 멀미, 항암제 부작용, 임신성 구토 등 다양한 원인의 구역 및 구토 증상을 완화하는 약물입니다. 주로 항히스타민제, 도파민 길항제, 세로토닌 수용체 길항제 등이 포함됩니다.",1.0
요로소독제이란?,"요로소독제는 요도, 방광, 신장 등의 요로계에 존재하는 세균을 억제하거나 제거하기 위해 사용되는 약물입니다. 주로 경구 또는 국소적으로 투여되며, 요로감염증(UTI)의 예방 또는 보조 치료에 활용됩니다. 항생제와는 달리 전신 흡수보다는 국소 작용을 목적으로 하며, 메틸렌블루, 헥사메틸렌테트라민 등의 성분이 대표적입니다.",1.0
음성균은 언제 써?,"주로 그람음성균에 작용하는 항생제는 대장균, 살모넬라, 임균 등과 같은 그람음성 세균을 억제하거나 사멸시키기 위해 사용되며, 아미노글리코사이드계, 퀴놀론계, 세팔로스포린계 일부가 이에 해당합니다.",1.0
비타민 A 및 D제 관련 약 알려줘,"비타민 A 및 D제는 시각 기능, 피부 및 점막 유지(비타민 A), 칼슘 대사와 뼈 건강(비타민 D)에 필수적인 지용성 비타민 보충제로, 결핍 예방 및 관련 질환 치료에 사용됩니다.",1.0
모발용제(발모)의 효능은?,"모발용제(발모)는 탈모 치료 또는 발모 촉진을 위해 사용되는 외용 또는 경구 제제로, 모낭의 성장 주기를 자극하거나 혈류 개선, 호르몬 조절 등을 통해 모발의 생장을 유도합니다. 대표적으로 미녹시딜, 피나스테리드 등의 성분이 포함됩니다.",1.0
기타의 비타민제,"간장질환용제는 간세포 보호, 간기능 개선, 간염·지방간 등 간 질환의 증상 완화에 사용되는 약물로, 우르소데옥시콜산(UDCA), 실리마린, 아데폴리네이트 등이 대표적입니다.",0.0
기타의 자양강장변질제이란?,"기타의 자양강장변질제는 체력 저하, 피로, 면역력 약화 등의 상태에 도움을 주기 위한 보조적인 약물로, 일반적인 비타민제나 자양강장제 외에 허약 체질 개선이나 기력 회복을 위한 한방 성분, 생약 제제 등을 포함합니다.",1.0
용해제,"자양강장변질제는 체력 저하, 피로, 식욕 부진 등의 증상을 개선하기 위한 생약 또는 복합제제이며, 면역력 강화, 신진대사 촉진 등의 효과를 목표로 합니다. 인삼, 비타민류가 혼합된 제제가 많습니다.",0.0
